#model_version:v2023.03.01,score_date:2023-03-19T00:00:00+0000
cve,epss,percentile
CVE-2011-4034,0.60260,0.97173
CVE-2011-4035,0.00263,0.62193
CVE-2011-4036,0.00391,0.69135
CVE-2011-4037,0.06457,0.92563
CVE-2011-4038,0.00263,0.62193
CVE-2011-4039,0.02473,0.88377
CVE-2011-4040,0.65422,0.97294
CVE-2011-4041,0.06855,0.92784
CVE-2011-4042,0.06000,0.92313
CVE-2011-4043,0.04907,0.91507
CVE-2011-4044,0.03762,0.90410
CVE-2011-4045,0.00530,0.73484
CVE-2011-4046,0.00130,0.46153
CVE-2011-4047,0.00720,0.77598
CVE-2011-4048,0.00478,0.72043
CVE-2011-4050,0.03921,0.90595
CVE-2011-4051,0.54934,0.97069
CVE-2011-4052,0.93583,0.98542
CVE-2011-4053,0.00092,0.37789
CVE-2011-4054,0.00155,0.50005
CVE-2011-4055,0.04998,0.91601
CVE-2011-4056,0.00277,0.63221
CVE-2011-4057,0.04843,0.91460
CVE-2011-4060,0.00042,0.05636
CVE-2011-4061,0.00060,0.23292
CVE-2011-4062,0.00042,0.05636
CVE-2011-4063,0.96549,0.99299
CVE-2011-4064,0.00292,0.64287
CVE-2011-4066,0.00129,0.46003
CVE-2011-4068,0.00367,0.68208
CVE-2011-4069,0.00243,0.60495
CVE-2011-4073,0.01024,0.81527
CVE-2011-4074,0.00314,0.65535
CVE-2011-4075,0.33530,0.96360
CVE-2011-4076,0.00188,0.54510
CVE-2011-4077,0.00042,0.05636
CVE-2011-4078,0.01644,0.85602
CVE-2011-4079,0.03628,0.90247
CVE-2011-4080,0.00042,0.05636
CVE-2011-4081,0.00042,0.05636
CVE-2011-4082,0.00227,0.59173
CVE-2011-4083,0.00148,0.49172
CVE-2011-4085,0.02244,0.87797
CVE-2011-4086,0.00042,0.05636
CVE-2011-4087,0.00589,0.74922
CVE-2011-4088,0.00148,0.49080
CVE-2011-4089,0.00044,0.10683
CVE-2011-4090,0.00112,0.43004
CVE-2011-4091,0.00243,0.60506
CVE-2011-4092,0.00507,0.72873
CVE-2011-4093,0.00375,0.68515
CVE-2011-4094,0.00596,0.75049
CVE-2011-4095,0.00084,0.33986
CVE-2011-4096,0.93458,0.98525
CVE-2011-4097,0.00043,0.07786
CVE-2011-4098,0.00042,0.05636
CVE-2011-4099,0.00042,0.05636
CVE-2011-4100,0.00334,0.66615
CVE-2011-4101,0.00497,0.72564
CVE-2011-4102,0.00304,0.64982
CVE-2011-4103,0.01060,0.81883
CVE-2011-4104,0.01060,0.81883
CVE-2011-4105,0.00042,0.05636
CVE-2011-4106,0.16546,0.95143
CVE-2011-4107,0.01514,0.84947
CVE-2011-4108,0.00485,0.72263
CVE-2011-4109,0.03839,0.90496
CVE-2011-4110,0.00042,0.05636
CVE-2011-4111,0.05069,0.91655
CVE-2011-4112,0.00042,0.05636
CVE-2011-4113,0.00361,0.67912
CVE-2011-4114,0.00042,0.05636
CVE-2011-4115,0.00112,0.42821
CVE-2011-4116,0.00184,0.54020
CVE-2011-4117,0.00107,0.41886
CVE-2011-4118,0.00433,0.70602
CVE-2011-4119,0.00141,0.48082
CVE-2011-4120,0.01533,0.85039
CVE-2011-4121,0.01324,0.83917
CVE-2011-4122,0.00062,0.24648
CVE-2011-4124,0.00089,0.36198
CVE-2011-4125,0.00143,0.48414
CVE-2011-4126,0.00143,0.48414
CVE-2011-4127,0.00042,0.05636
CVE-2011-4128,0.00221,0.58446
CVE-2011-4129,0.00195,0.55578
CVE-2011-4130,0.01442,0.84576
CVE-2011-4131,0.00251,0.61258
CVE-2011-4132,0.00042,0.05636
CVE-2011-4133,0.00159,0.50689
CVE-2011-4134,0.03378,0.89910
CVE-2011-4135,0.10017,0.93918
CVE-2011-4136,0.01835,0.86404
CVE-2011-4137,0.03761,0.90409
CVE-2011-4138,0.00741,0.77959
CVE-2011-4139,0.00968,0.81022
CVE-2011-4140,0.00373,0.68442
CVE-2011-4141,0.00087,0.35528
CVE-2011-4142,0.00042,0.05636
CVE-2011-4143,0.00294,0.64402
CVE-2011-4144,0.00042,0.05636
CVE-2011-4151,0.01023,0.81517
CVE-2011-4153,0.04079,0.90771
CVE-2011-4155,0.01213,0.83140
CVE-2011-4156,0.01213,0.83140
CVE-2011-4157,0.10070,0.93953
CVE-2011-4158,0.00112,0.42822
CVE-2011-4159,0.00042,0.05636
CVE-2011-4160,0.00042,0.05636
CVE-2011-4161,0.24568,0.95875
CVE-2011-4162,0.33188,0.96350
CVE-2011-4163,0.94262,0.98666
CVE-2011-4164,0.94262,0.98666
CVE-2011-4165,0.94262,0.98666
CVE-2011-4166,0.96963,0.99514
CVE-2011-4167,0.37246,0.96539
CVE-2011-4168,0.11424,0.94306
CVE-2011-4169,0.02889,0.89197
CVE-2011-4170,0.00122,0.44894
CVE-2011-4171,0.00185,0.54109
CVE-2011-4172,0.00122,0.44894
CVE-2011-4173,0.00160,0.50811
CVE-2011-4181,0.00288,0.63963
CVE-2011-4182,0.00333,0.66571
CVE-2011-4183,0.00474,0.71921
CVE-2011-4185,0.03244,0.89709
CVE-2011-4186,0.05182,0.91741
CVE-2011-4187,0.86940,0.98003
CVE-2011-4188,0.91681,0.98321
CVE-2011-4189,0.25899,0.95954
CVE-2011-4190,0.00059,0.22761
CVE-2011-4191,0.95040,0.98824
CVE-2011-4192,0.00191,0.54857
CVE-2011-4193,0.00142,0.48241
CVE-2011-4194,0.94971,0.98810
CVE-2011-4195,0.01123,0.82435
CVE-2011-4197,0.01405,0.84406
CVE-2011-4201,0.00409,0.69812
CVE-2011-4202,0.00042,0.05636
CVE-2011-4203,0.00193,0.55343
CVE-2011-4211,0.00042,0.05636
CVE-2011-4212,0.00042,0.05636
CVE-2011-4213,0.00042,0.05636
CVE-2011-4214,0.00722,0.77643
CVE-2011-4215,0.00144,0.48554
CVE-2011-4216,0.00412,0.69905
CVE-2011-4217,0.00314,0.65564
CVE-2011-4218,0.00492,0.72452
CVE-2011-4219,0.00492,0.72452
CVE-2011-4220,0.00314,0.65564
CVE-2011-4221,0.00803,0.79052
CVE-2011-4222,0.00803,0.79052
CVE-2011-4223,0.00492,0.72452
CVE-2011-4231,0.00112,0.42943
CVE-2011-4232,0.00285,0.63791
CVE-2011-4237,0.00206,0.56875
CVE-2011-4244,0.01992,0.87020
CVE-2011-4245,0.01045,0.81713
CVE-2011-4246,0.01045,0.81713
CVE-2011-4247,0.00783,0.78692
CVE-2011-4248,0.00783,0.78692
CVE-2011-4249,0.02096,0.87361
CVE-2011-4250,0.03541,0.90133
CVE-2011-4251,0.00783,0.78692
CVE-2011-4252,0.00783,0.78692
CVE-2011-4253,0.03541,0.90133
CVE-2011-4254,0.03347,0.89864
CVE-2011-4255,0.03541,0.90133
CVE-2011-4256,0.03347,0.89864
CVE-2011-4257,0.00783,0.78692
CVE-2011-4258,0.00783,0.78692
CVE-2011-4259,0.96640,0.99345
CVE-2011-4260,0.00783,0.78692
CVE-2011-4261,0.01511,0.84924
CVE-2011-4262,0.00751,0.78138
CVE-2011-4263,0.00132,0.46497
CVE-2011-4264,0.00132,0.46497
CVE-2011-4265,0.00132,0.46497
CVE-2011-4266,0.00082,0.33381
CVE-2011-4273,0.00354,0.67583
CVE-2011-4274,0.00192,0.55253
CVE-2011-4275,0.00184,0.53991
CVE-2011-4276,0.00107,0.41902
CVE-2011-4277,0.00241,0.60344
CVE-2011-4278,0.00192,0.55253
CVE-2011-4279,0.00313,0.65485
CVE-2011-4280,0.00248,0.60946
CVE-2011-4281,0.00159,0.50689
CVE-2011-4282,0.00192,0.55253
CVE-2011-4283,0.00313,0.65485
CVE-2011-4284,0.00313,0.65485
CVE-2011-4285,0.00241,0.60340
CVE-2011-4286,0.00192,0.55253
CVE-2011-4287,0.00520,0.73233
CVE-2011-4288,0.00124,0.45198
CVE-2011-4289,0.00120,0.44472
CVE-2011-4290,0.00192,0.55253
CVE-2011-4291,0.00280,0.63465
CVE-2011-4292,0.00221,0.58476
CVE-2011-4293,0.00574,0.74561
CVE-2011-4294,0.00155,0.50021
CVE-2011-4295,0.00275,0.63117
CVE-2011-4296,0.00251,0.61214
CVE-2011-4297,0.00574,0.74561
CVE-2011-4298,0.00159,0.50689
CVE-2011-4299,0.00192,0.55253
CVE-2011-4300,0.00289,0.64049
CVE-2011-4301,0.00329,0.66328
CVE-2011-4302,0.00532,0.73539
CVE-2011-4303,0.00223,0.58794
CVE-2011-4304,0.00120,0.44472
CVE-2011-4305,0.00295,0.64421
CVE-2011-4306,0.00192,0.55253
CVE-2011-4307,0.00192,0.55253
CVE-2011-4308,0.00160,0.50902
CVE-2011-4309,0.00233,0.59603
CVE-2011-4310,0.00167,0.51757
CVE-2011-4311,0.00397,0.69372
CVE-2011-4312,0.00305,0.65069
CVE-2011-4313,0.07659,0.93107
CVE-2011-4314,0.00455,0.71334
CVE-2011-4315,0.00594,0.75021
CVE-2011-4316,0.00042,0.05636
CVE-2011-4317,0.95658,0.98994
CVE-2011-4318,0.00275,0.63082
CVE-2011-4319,0.00296,0.64532
CVE-2011-4320,0.00578,0.74665
CVE-2011-4321,0.00182,0.53691
CVE-2011-4322,0.00168,0.52073
CVE-2011-4324,0.00042,0.05636
CVE-2011-4325,0.00042,0.05636
CVE-2011-4326,0.00833,0.79431
CVE-2011-4327,0.00042,0.05636
CVE-2011-4328,0.00220,0.58188
CVE-2011-4329,0.00140,0.48024
CVE-2011-4330,0.00042,0.05636
CVE-2011-4332,0.00184,0.54030
CVE-2011-4333,0.00091,0.37572
CVE-2011-4334,0.00195,0.55613
CVE-2011-4335,0.00336,0.66726
CVE-2011-4336,0.00182,0.53798
CVE-2011-4337,0.01070,0.81978
CVE-2011-4338,0.00048,0.14657
CVE-2011-4339,0.00044,0.08185
CVE-2011-4340,0.00454,0.71313
CVE-2011-4341,0.00520,0.73218
CVE-2011-4342,0.14234,0.94810
CVE-2011-4343,0.00124,0.45080
CVE-2011-4344,0.00275,0.63106
CVE-2011-4345,0.00259,0.61968
CVE-2011-4346,0.00107,0.41837
CVE-2011-4347,0.00137,0.47403
CVE-2011-4348,0.01282,0.83665
CVE-2011-4349,0.00042,0.05671
CVE-2011-4350,0.09686,0.93817
CVE-2011-4351,0.03311,0.89814
CVE-2011-4352,0.02793,0.89011
CVE-2011-4353,0.01831,0.86373
CVE-2011-4354,0.00641,0.76053
CVE-2011-4355,0.00042,0.05636
CVE-2011-4356,0.00042,0.05636
CVE-2011-4357,0.07885,0.93189
CVE-2011-4358,0.00292,0.64266
CVE-2011-4360,0.00519,0.73180
CVE-2011-4361,0.00519,0.73180
CVE-2011-4362,0.02264,0.87870
CVE-2011-4363,0.00042,0.05636
CVE-2011-4364,0.02197,0.87668
CVE-2011-4367,0.95448,0.98927
CVE-2011-4368,0.02119,0.87431
CVE-2011-4369,0.28449,0.96134
CVE-2011-4370,0.02316,0.87999
CVE-2011-4371,0.02316,0.87999
CVE-2011-4372,0.02316,0.87999
CVE-2011-4373,0.85508,0.97937
CVE-2011-4374,0.00312,0.65424
CVE-2011-4403,0.00173,0.52707
CVE-2011-4404,0.96627,0.99338
CVE-2011-4405,0.03495,0.90062
CVE-2011-4406,0.00042,0.05636
CVE-2011-4407,0.00074,0.30078
CVE-2011-4408,0.00598,0.75080
CVE-2011-4409,0.00901,0.80286
CVE-2011-4415,0.00042,0.05636
CVE-2011-4431,0.00522,0.73289
CVE-2011-4432,0.00173,0.52759
CVE-2011-4434,0.00043,0.07352
CVE-2011-4435,0.00518,0.73169
CVE-2011-4436,0.00076,0.30484
CVE-2011-4447,0.00144,0.48510
CVE-2011-4448,0.00286,0.63821
CVE-2011-4449,0.22968,0.95768
CVE-2011-4450,0.01262,0.83503
CVE-2011-4451,0.00675,0.76757
CVE-2011-4452,0.00307,0.65163
CVE-2011-4453,0.92143,0.98367
CVE-2011-4454,0.00141,0.48120
CVE-2011-4455,0.00141,0.48120
CVE-2011-4457,0.00353,0.67548
CVE-2011-4458,0.06629,0.92656
CVE-2011-4459,0.00160,0.50935
CVE-2011-4460,0.00259,0.61882
CVE-2011-4461,0.01881,0.86599
CVE-2011-4462,0.01871,0.86570
CVE-2011-4465,0.00178,0.53259
CVE-2011-4486,0.00161,0.51007
CVE-2011-4487,0.00140,0.47872
CVE-2011-4496,0.01531,0.85033
CVE-2011-4497,0.00169,0.52180
CVE-2011-4498,0.00090,0.36959
CVE-2011-4499,0.00414,0.69968
CVE-2011-4500,0.00414,0.69968
CVE-2011-4501,0.00722,0.77643
CVE-2011-4502,0.00403,0.69591
CVE-2011-4503,0.00493,0.72486
CVE-2011-4504,0.00535,0.73628
CVE-2011-4505,0.00535,0.73628
CVE-2011-4506,0.00535,0.73628
CVE-2011-4507,0.00279,0.63402
CVE-2011-4508,0.00508,0.72914
CVE-2011-4509,0.00474,0.71920
CVE-2011-4510,0.00155,0.50005
CVE-2011-4511,0.00155,0.50005
CVE-2011-4512,0.00157,0.50386
CVE-2011-4513,0.01968,0.86934
CVE-2011-4514,0.00508,0.72914
CVE-2011-4515,0.00059,0.22990
CVE-2011-4516,0.48345,0.96861
CVE-2011-4517,0.48345,0.96861
CVE-2011-4518,0.00255,0.61622
CVE-2011-4519,0.00297,0.64578
CVE-2011-4520,0.00297,0.64578
CVE-2011-4521,0.00155,0.50063
CVE-2011-4522,0.00212,0.57494
CVE-2011-4523,0.00212,0.57494
CVE-2011-4524,0.04473,0.91146
CVE-2011-4525,0.00648,0.76180
CVE-2011-4526,0.05363,0.91891
CVE-2011-4528,0.00829,0.79387
CVE-2011-4529,0.49958,0.96911
CVE-2011-4530,0.06097,0.92357
CVE-2011-4531,0.07200,0.92949
CVE-2011-4532,0.00453,0.71292
CVE-2011-4533,0.01870,0.86568
CVE-2011-4534,0.01794,0.86203
CVE-2011-4535,0.37034,0.96532
CVE-2011-4536,0.45819,0.96811
CVE-2011-4537,0.03322,0.89826
CVE-2011-4538,0.00084,0.33958
CVE-2011-4539,0.03966,0.90638
CVE-2011-4540,0.00528,0.73455
CVE-2011-4541,0.00195,0.55591
CVE-2011-4542,0.74351,0.97567
CVE-2011-4543,0.01247,0.83413
CVE-2011-4544,0.00221,0.58495
CVE-2011-4545,0.00702,0.77266
CVE-2011-4547,0.00237,0.60020
CVE-2011-4548,0.00105,0.41364
CVE-2011-4551,0.00288,0.63983
CVE-2011-4552,0.00132,0.46497
CVE-2011-4553,0.00142,0.48207
CVE-2011-4554,0.00205,0.56767
CVE-2011-4555,0.00157,0.50399
CVE-2011-4558,0.00618,0.75547
CVE-2011-4559,0.00168,0.51919
CVE-2011-4560,0.00127,0.45717
CVE-2011-4561,0.00304,0.64953
CVE-2011-4562,0.00312,0.65430
CVE-2011-4563,0.00192,0.55253
CVE-2011-4564,0.00221,0.58495
CVE-2011-4565,0.00288,0.64001
CVE-2011-4566,0.90184,0.98188
CVE-2011-4567,0.00247,0.60845
CVE-2011-4568,0.00220,0.58377
CVE-2011-4569,0.00079,0.32309
CVE-2011-4570,0.00370,0.68333
CVE-2011-4571,0.00079,0.32309
CVE-2011-4572,0.00404,0.69644
CVE-2011-4573,0.00093,0.38146
CVE-2011-4574,0.00170,0.52338
CVE-2011-4575,0.00576,0.74628
CVE-2011-4576,0.00885,0.80078
CVE-2011-4577,0.10637,0.94104
CVE-2011-4578,0.00042,0.05636
CVE-2011-4579,0.01868,0.86557
CVE-2011-4580,0.00142,0.48241
CVE-2011-4581,0.00126,0.45538
CVE-2011-4582,0.00099,0.39528
CVE-2011-4583,0.00265,0.62356
CVE-2011-4584,0.00160,0.50902
CVE-2011-4585,0.00358,0.67765
CVE-2011-4586,0.00305,0.65030
CVE-2011-4587,0.00749,0.78107
CVE-2011-4588,0.00280,0.63462
CVE-2011-4589,0.00241,0.60340
CVE-2011-4590,0.00107,0.41931
CVE-2011-4591,0.00192,0.55253
CVE-2011-4592,0.00244,0.60645
CVE-2011-4593,0.00120,0.44472
CVE-2011-4594,0.00042,0.05636
CVE-2011-4595,0.00084,0.33986
CVE-2011-4596,0.00514,0.73051
CVE-2011-4597,0.01159,0.82706
CVE-2011-4598,0.04199,0.90889
CVE-2011-4599,0.21899,0.95683
CVE-2011-4600,0.00327,0.66229
CVE-2011-4601,0.05640,0.92077
CVE-2011-4602,0.02754,0.88933
CVE-2011-4603,0.02882,0.89181
CVE-2011-4604,0.01208,0.83107
CVE-2011-4605,0.01373,0.84222
CVE-2011-4606,0.00042,0.05636
CVE-2011-4607,0.00042,0.05636
CVE-2011-4608,0.01499,0.84852
CVE-2011-4609,0.00334,0.66621
CVE-2011-4610,0.02557,0.88545
CVE-2011-4611,0.00042,0.05636
CVE-2011-4612,0.00326,0.66183
CVE-2011-4613,0.00042,0.05636
CVE-2011-4614,0.06826,0.92771
CVE-2011-4615,0.00292,0.64287
CVE-2011-4616,0.00383,0.68828
CVE-2011-4617,0.00042,0.05636
CVE-2011-4618,0.00746,0.78051
CVE-2011-4619,0.31005,0.96261
CVE-2011-4620,0.38106,0.96571
CVE-2011-4621,0.00042,0.05636
CVE-2011-4622,0.00042,0.05636
CVE-2011-4623,0.00042,0.05636
CVE-2011-4624,0.00301,0.64771
CVE-2011-4625,0.00207,0.56963
CVE-2011-4626,0.00124,0.45113
CVE-2011-4627,0.00063,0.24853
CVE-2011-4628,0.00714,0.77493
CVE-2011-4629,0.00064,0.26059
CVE-2011-4630,0.00064,0.26059
CVE-2011-4631,0.00064,0.26059
CVE-2011-4632,0.00064,0.26059
CVE-2011-4634,0.00313,0.65501
CVE-2011-4638,0.00158,0.50560
CVE-2011-4639,0.00321,0.65913
CVE-2011-4640,0.01842,0.86432
CVE-2011-4642,0.01897,0.86669
CVE-2011-4643,0.00568,0.74407
CVE-2011-4644,0.01115,0.82364
CVE-2011-4646,0.00190,0.54775
CVE-2011-4647,0.00272,0.62917
CVE-2011-4650,0.00116,0.43894
CVE-2011-4659,0.00344,0.67081
CVE-2011-4661,0.00103,0.40719
CVE-2011-4667,0.00128,0.45937
CVE-2011-4668,0.07561,0.93081
CVE-2011-4669,0.00386,0.68981
CVE-2011-4670,0.00723,0.77644
CVE-2011-4671,0.00261,0.62062
CVE-2011-4672,0.00147,0.48968
CVE-2011-4673,0.00079,0.32309
CVE-2011-4674,0.00079,0.32271
CVE-2011-4675,0.00203,0.56590
CVE-2011-4677,0.00540,0.73765
CVE-2011-4678,0.00540,0.73765
CVE-2011-4679,0.00128,0.45802
CVE-2011-4680,0.00122,0.44777
CVE-2011-4681,0.00280,0.63462
CVE-2011-4682,0.00266,0.62488
CVE-2011-4683,0.00269,0.62640
CVE-2011-4684,0.00683,0.76952
CVE-2011-4685,0.00943,0.80754
CVE-2011-4686,0.00766,0.78432
CVE-2011-4687,0.00766,0.78432
CVE-2011-4688,0.00449,0.71123
CVE-2011-4689,0.00846,0.79605
CVE-2011-4690,0.00315,0.65599
CVE-2011-4691,0.00356,0.67673
CVE-2011-4692,0.00343,0.66978
CVE-2011-4693,0.02641,0.88702
CVE-2011-4694,0.02641,0.88702
CVE-2011-4695,0.00043,0.07478
CVE-2011-4696,0.00053,0.18973
CVE-2011-4697,0.00320,0.65901
CVE-2011-4698,0.00320,0.65901
CVE-2011-4699,0.00320,0.65901
CVE-2011-4700,0.00235,0.59851
CVE-2011-4701,0.00235,0.59851
CVE-2011-4702,0.00235,0.59851
CVE-2011-4703,0.00235,0.59851
CVE-2011-4704,0.00235,0.59851
CVE-2011-4705,0.00235,0.59851
CVE-2011-4707,0.00254,0.61586
CVE-2011-4708,0.00122,0.44827
CVE-2011-4709,0.01099,0.82211
CVE-2011-4710,0.05871,0.92242
CVE-2011-4711,0.00343,0.67002
CVE-2011-4712,0.34247,0.96386
CVE-2011-4713,0.13376,0.94646
CVE-2011-4714,0.18147,0.95332
CVE-2011-4715,0.22667,0.95746
CVE-2011-4716,0.01497,0.84847
CVE-2011-4717,0.00664,0.76561
CVE-2011-4718,0.00741,0.77953
CVE-2011-4719,0.00082,0.33234
CVE-2011-4720,0.30299,0.96233
CVE-2011-4722,0.09380,0.93713
CVE-2011-4723,0.00211,0.57238
CVE-2011-4725,0.00125,0.45450
CVE-2011-4726,0.00132,0.46497
CVE-2011-4727,0.00475,0.71937
CVE-2011-4728,0.00302,0.64886
CVE-2011-4729,0.00302,0.64886
CVE-2011-4730,0.00540,0.73765
CVE-2011-4731,0.00418,0.70118
CVE-2011-4732,0.00540,0.73765
CVE-2011-4733,0.00540,0.73765
CVE-2011-4734,0.00125,0.45450
CVE-2011-4735,0.00192,0.55253
CVE-2011-4736,0.00226,0.59100
CVE-2011-4737,0.00302,0.64886
CVE-2011-4738,0.00302,0.64886
CVE-2011-4739,0.00540,0.73765
CVE-2011-4740,0.00302,0.64886
CVE-2011-4741,0.00411,0.69873
CVE-2011-4742,0.00302,0.64886
CVE-2011-4743,0.00540,0.73765
CVE-2011-4744,0.00540,0.73765
CVE-2011-4745,0.00132,0.46497
CVE-2011-4746,0.00137,0.47479
CVE-2011-4747,0.00148,0.49121
CVE-2011-4748,0.00302,0.64886
CVE-2011-4749,0.00540,0.73765
CVE-2011-4750,0.00233,0.59623
CVE-2011-4751,0.00246,0.60791
CVE-2011-4752,0.00732,0.77828
CVE-2011-4753,0.00125,0.45450
CVE-2011-4754,0.00132,0.46497
CVE-2011-4755,0.00475,0.71937
CVE-2011-4756,0.00302,0.64886
CVE-2011-4757,0.00540,0.73765
CVE-2011-4758,0.00226,0.59100
CVE-2011-4759,0.00302,0.64886
CVE-2011-4760,0.00302,0.64886
CVE-2011-4761,0.00540,0.73765
CVE-2011-4762,0.00540,0.73765
CVE-2011-4763,0.00125,0.45450
CVE-2011-4764,0.00132,0.46497
CVE-2011-4765,0.00302,0.64886
CVE-2011-4766,0.00400,0.69498
CVE-2011-4767,0.00302,0.64886
CVE-2011-4768,0.00503,0.72774
CVE-2011-4769,0.00235,0.59851
CVE-2011-4770,0.00235,0.59851
CVE-2011-4771,0.00235,0.59851
CVE-2011-4772,0.00235,0.59851
CVE-2011-4773,0.00242,0.60402
CVE-2011-4776,0.00132,0.46497
CVE-2011-4777,0.00122,0.44894
CVE-2011-4778,0.00132,0.46497
CVE-2011-4780,0.00342,0.66954
CVE-2011-4782,0.00259,0.61968
CVE-2011-4783,0.02769,0.88972
CVE-2011-4784,0.00042,0.05636
CVE-2011-4785,0.00445,0.70961
CVE-2011-4786,0.68804,0.97391
CVE-2011-4787,0.21956,0.95697
CVE-2011-4788,0.04164,0.90862
CVE-2011-4789,0.87052,0.98007
CVE-2011-4790,0.12023,0.94428
CVE-2011-4791,0.39942,0.96627
CVE-2011-4800,0.01348,0.84065
CVE-2011-4801,0.00265,0.62399
CVE-2011-4802,0.00276,0.63184
CVE-2011-4803,0.68518,0.97384
CVE-2011-4804,0.09531,0.93756
CVE-2011-4805,0.00250,0.61211
CVE-2011-4806,0.00140,0.48008
CVE-2011-4807,0.01067,0.81953
CVE-2011-4808,0.00209,0.57101
CVE-2011-4809,0.00213,0.57526
CVE-2011-4810,0.01043,0.81688
CVE-2011-4811,0.00369,0.68285
CVE-2011-4812,0.00193,0.55336
CVE-2011-4813,0.00964,0.80977
CVE-2011-4814,0.00252,0.61321
CVE-2011-4815,0.02016,0.87105
CVE-2011-4816,0.00256,0.61690
CVE-2011-4817,0.00215,0.57811
CVE-2011-4818,0.00359,0.67793
CVE-2011-4819,0.00250,0.61137
CVE-2011-4820,0.00076,0.30702
CVE-2011-4821,0.00428,0.70416
CVE-2011-4822,0.00305,0.65069
CVE-2011-4823,0.00098,0.39206
CVE-2011-4824,0.00365,0.68070
CVE-2011-4825,0.95275,0.98889
CVE-2011-4826,0.00135,0.46957
CVE-2011-4827,0.00223,0.58835
CVE-2011-4828,0.93691,0.98559
CVE-2011-4829,0.00208,0.57006
CVE-2011-4830,0.00091,0.37558
CVE-2011-4831,0.00672,0.76692
CVE-2011-4832,0.04811,0.91436
CVE-2011-4833,0.00307,0.65154
CVE-2011-4834,0.00061,0.23712
CVE-2011-4835,0.00411,0.69873
CVE-2011-4836,0.00214,0.57702
CVE-2011-4837,0.00114,0.43372
CVE-2011-4838,0.00976,0.81089
CVE-2011-4847,0.00135,0.47193
CVE-2011-4848,0.00302,0.64886
CVE-2011-4849,0.00302,0.64886
CVE-2011-4850,0.00294,0.64402
CVE-2011-4851,0.00540,0.73765
CVE-2011-4852,0.00385,0.68943
CVE-2011-4853,0.00385,0.68943
CVE-2011-4854,0.00392,0.69182
CVE-2011-4855,0.00392,0.69182
CVE-2011-4856,0.00392,0.69182
CVE-2011-4857,0.04985,0.91591
CVE-2011-4858,0.79902,0.97727
CVE-2011-4859,0.07767,0.93142
CVE-2011-4860,0.00503,0.72774
CVE-2011-4861,0.01279,0.83611
CVE-2011-4862,0.97402,0.99839
CVE-2011-4863,0.00242,0.60402
CVE-2011-4864,0.00235,0.59851
CVE-2011-4865,0.00235,0.59851
CVE-2011-4866,0.00320,0.65901
CVE-2011-4867,0.00235,0.59851
CVE-2011-4868,0.00629,0.75782
CVE-2011-4869,0.01500,0.84857
CVE-2011-4870,0.03838,0.90493
CVE-2011-4871,0.02612,0.88652
CVE-2011-4872,0.00488,0.72335
CVE-2011-4873,0.00928,0.80584
CVE-2011-4874,0.04595,0.91263
CVE-2011-4875,0.33078,0.96346
CVE-2011-4876,0.03177,0.89634
CVE-2011-4877,0.04543,0.91211
CVE-2011-4878,0.01059,0.81826
CVE-2011-4879,0.02360,0.88113
CVE-2011-4880,0.22621,0.95745
CVE-2011-4881,0.05391,0.91917
CVE-2011-4882,0.01387,0.84291
CVE-2011-4883,0.01283,0.83672
CVE-2011-4885,0.93042,0.98462
CVE-2011-4887,0.00265,0.62351
CVE-2011-4889,0.00264,0.62280
CVE-2011-4890,0.21179,0.95638
CVE-2011-4894,0.00279,0.63434
CVE-2011-4895,0.00279,0.63434
CVE-2011-4896,0.00294,0.64402
CVE-2011-4897,0.00279,0.63434
CVE-2011-4898,0.00947,0.80792
CVE-2011-4899,0.05216,0.91782
CVE-2011-4900,0.00058,0.22449
CVE-2011-4901,0.00117,0.44049
CVE-2011-4902,0.00087,0.35584
CVE-2011-4903,0.00124,0.45113
CVE-2011-4904,0.00115,0.43676
CVE-2011-4905,0.00869,0.79880
CVE-2011-4906,0.04166,0.90865
CVE-2011-4907,0.00104,0.41011
CVE-2011-4908,0.35590,0.96469
CVE-2011-4909,0.00777,0.78606
CVE-2011-4910,0.00217,0.57940
CVE-2011-4911,0.00467,0.71686
CVE-2011-4912,0.00078,0.32026
CVE-2011-4913,0.01504,0.84900
CVE-2011-4914,0.02370,0.88141
CVE-2011-4915,0.00042,0.05636
CVE-2011-4916,0.00042,0.05636
CVE-2011-4917,0.00043,0.06927
CVE-2011-4918,0.01099,0.82211
CVE-2011-4919,0.00176,0.53047
CVE-2011-4920,0.00282,0.63572
CVE-2011-4921,0.00343,0.67005
CVE-2011-4922,0.00042,0.05636
CVE-2011-4923,0.00250,0.61196
CVE-2011-4924,0.00243,0.60518
CVE-2011-4925,0.00180,0.53436
CVE-2011-4926,0.00830,0.79392
CVE-2011-4927,0.00160,0.50902
CVE-2011-4928,0.00220,0.58377
CVE-2011-4929,0.96788,0.99423
CVE-2011-4930,0.00042,0.00504
CVE-2011-4931,0.00239,0.60171
CVE-2011-4932,0.08345,0.93353
CVE-2011-4937,0.00173,0.52745
CVE-2011-4938,0.00226,0.59067
CVE-2011-4939,0.01554,0.85152
CVE-2011-4940,0.00422,0.70254
CVE-2011-4941,0.07023,0.92874
CVE-2011-4942,0.00213,0.57518
CVE-2011-4943,0.00705,0.77313
CVE-2011-4944,0.00044,0.08185
CVE-2011-4945,0.00042,0.05636
CVE-2011-4946,0.00487,0.72298
CVE-2011-4947,0.00193,0.55364
